a.out(8)|8039.902|823|9.893|52.004|2677.708714|8
a.out(8)|7819.909|753|10.528|44.009|2680.996887|8
a.out(8)|7817.004|3160|2.571|36.042|2684.321116|8
a.out(8)|7848.122|1615|4.973|57.613|2687.645253|8
a.out(5)|5457.625|444|11.812|48.007|2690.993433|8
a.out(8)|8058.868|926|9.122|48.228|2693.497789|8
a.out(6)|6376.981|615|11.073|36.002|2648.699113|8
a.out(8)|8333.759|1846|4.585|42.568|2651.355274|8
a.out(8)|8186.305|932|8.914|52.015|2654.687459|8
a.out(7)|7075.208|712|10.200|37.835|2657.899635|8
a.out(8)|8416.914|1425|6.232|40.011|2661.043813|8
a.out(7)|7215.787|853|8.489|31.959|2664.928005|8
a.out(8)|8013.717|723|11.303|32.002|2667.692155|8
a.out(7)|7370.774|738|10.357|40.011|2671.148353|8
a.out(8)|8335.498|836|10.127|70.343|2674.460537|8
a.out(8)|8170.904|1237|6.700|52.004|2677.708717|8
a.out(8)|8362.745|851|10.086|44.009|2680.996888|8
a.out(8)|8483.343|883|10.001|36.042|2684.321114|8
a.out(8)|7745.236|1930|4.119|57.613|2687.645254|8
a.out(8)|8282.817|705|11.943|48.007|2690.993431|8
a.out(7)|7290.151|814|9.409|48.228|2693.497788|8
a.out(8)|8393.902|3878|2.210|31.981|2647.819069|8
a.out(8)|8313.329|799|10.632|42.568|2651.355270|8
a.out(7)|7282.815|749|9.830|52.015|2654.687458|8
a.out(7)|6505.046|631|10.404|37.835|2657.899634|8
a.out(8)|7961.190|1771|4.742|40.011|2661.043815|8
a.out(8)|8176.580|1291|6.370|31.959|2664.928007|8
a.out(6)|6389.401|581|10.677|32.002|2667.692157|8
a.out(8)|8280.808|796|10.471|40.011|2671.148352|8
a.out(6)|6303.774|637|10.094|70.343|2674.460536|8
a.out(8)|8285.947|860|9.674|52.004|2677.708716|8
a.out(7)|7319.871|748|10.139|44.009|2680.996890|8
a.out(6)|6185.080|654|9.737|36.042|2684.321113|8
a.out(7)|7338.086|679|10.904|57.613|2687.645252|8
a.out(8)|8741.491|914|9.915|48.007|2690.993434|8
a.out(8)|7357.843|841|9.281|48.228|2693.497790|8
a.out(8)|7612.822|721|10.682|31.981|2647.819068|8
a.out(8)|8236.370|1352|6.208|42.568|2651.355272|8
a.out(8)|7954.970|1183|6.814|52.015|2654.687460|8
a.out(8)|8061.778|773|10.517|37.835|2657.899632|8
a.out(8)|8209.551|927|9.237|40.011|2661.043812|8
a.out(6)|6180.710|611|10.138|28.039|2664.764035|8
a.out(8)|7817.483|700|11.360|32.002|2667.692154|8
a.out(7)|6791.772|727|9.473|40.011|2671.148354|8
a.out(7)|7161.455|715|9.957|70.343|2674.460534|8
a.out(7)|7126.599|1151|6.403|52.004|2677.708717|8
a.out(6)|6480.469|664|9.898|44.009|2680.996889|8
a.out(6)|6260.245|663|9.826|36.042|2684.321112|8
a.out(7)|7445.112|2409|3.167|56.010|2686.133168|8
a.out(8)|7725.594|652|12.000|48.007|2690.993432|8
a.out(8)|8187.478|942|9.114|48.228|2693.497787|8
a.out(8)|8315.142|1132|7.391|31.981|2647.819068|8
a.out(8)|8046.614|979|8.365|42.568|2651.355272|8
a.out(7)|7224.618|732|9.972|52.014|2654.687457|8
a.out(7)|7268.215|730|10.385|37.835|2657.899634|8
a.out(8)|7760.205|759|10.614|40.011|2661.043812|8
a.out(8)|8412.489|1317|6.437|31.959|2664.928006|8
a.out(8)|8577.691|1076|8.164|32.002|2667.692158|8
a.out(8)|8481.080|820|10.401|40.011|2671.148352|8
a.out(8)|8264.370|826|10.215|70.343|2674.460535|8
a.out(8)|8116.569|836|9.806|52.004|2677.708715|8
a.out(8)|8739.335|905|10.008|44.009|2680.996890|8
a.out(7)|7439.505|768|10.180|36.042|2684.321115|8
a.out(7)|7365.937|686|10.905|57.613|2687.645251|8
a.out(8)|8665.418|916|9.869|48.007|2690.993435|8
a.out(7)|7109.378|810|9.302|48.228|2693.497789|8
a.out(8)|8200.525|781|10.658|31.981|2647.819065|8
a.out(8)|8431.546|822|10.482|42.568|2651.355270|8
a.out(8)|8449.891|964|8.909|52.015|2654.687458|8
a.out(8)|8186.665|796|10.422|37.835|2657.899633|8
a.out(8)|8180.368|793|10.754|40.010|2661.043811|8
a.out(8)|8605.721|1343|6.454|31.959|2664.928006|8
a.out(8)|8677.363|1601|5.597|32.002|2667.692158|8
a.out(8)|8230.237|2356|3.561|44.244|2669.532497|8
a.out(8)|7863.560|779|10.253|70.343|2674.460539|8
a.out(8)|7569.422|1394|5.603|52.004|2677.708719|8
a.out(7)|7625.027|780|10.064|44.009|2680.996888|8
a.out(8)|8006.326|832|9.867|36.042|2684.321113|8
a.out(8)|8265.873|996|8.388|57.613|2687.645252|8
a.out(8)|7622.781|795|9.988|48.007|2690.993434|8
a.out(7)|7313.090|877|8.950|48.228|2693.497790|8
a.out(7)|7415.774|701|10.575|31.981|2647.819066|8
a.out(8)|8438.561|1675|5.147|42.568|2651.355273|8
a.out(7)|7064.524|706|10.129|52.014|2654.687456|8
a.out(8)|7378.666|770|9.623|37.835|2657.899636|8
a.out(8)|8303.032|1441|6.070|40.011|2661.043814|8
a.out(7)|7284.615|721|10.098|31.959|2664.928005|8
a.out(7)|7443.512|685|10.900|32.002|2667.692157|8
a.out(8)|7763.559|1150|6.890|44.244|2669.532496|8
a.out(8)|8340.255|834|10.142|70.343|2674.460536|8
a.out(8)|7725.019|1387|5.719|52.004|2677.708719|8
a.out(8)|7469.286|2394|3.267|44.009|2680.996892|8
a.out(7)|7310.989|760|9.745|36.042|2684.321114|8
a.out(8)|7943.561|2442|3.337|57.614|2687.645255|8
a.out(7)|6614.697|569|11.892|48.008|2690.993431|8
a.out(8)|8359.820|979|8.970|48.228|2693.497788|8
a.out(8)|8394.706|4410|1.940|31.980|2647.819069|8
a.out(8)|8165.205|773|10.818|42.568|2651.355269|8
a.out(8)|8398.837|1247|6.831|52.015|2654.687461|8
a.out(8)|7722.803|789|9.914|37.835|2657.899636|8
a.out(8)|8464.246|1827|4.912|40.011|2661.043814|8
a.out(8)|7992.320|765|10.579|31.959|2664.928003|8
a.out(8)|8538.577|814|10.739|32.002|2667.692156|8
a.out(8)|8477.865|1002|8.496|40.011|2671.148354|8
a.out(8)|8379.064|839|10.145|70.343|2674.460537|8
a.out(8)|8364.067|1457|5.865|52.004|2677.708718|8
a.out(8)|8324.145|859|10.053|44.009|2680.996891|8
a.out(7)|6859.126|717|10.048|36.042|2684.321115|8
a.out(7)|7310.022|663|10.866|57.613|2687.645250|8
a.out(8)|8523.540|789|11.142|48.007|2690.993433|8
a.out(6)|6051.933|690|9.101|48.069|2693.453623|8
a.out(6)|6391.661|607|10.661|31.981|2647.819066|8
a.out(7)|7270.190|752|10.005|42.568|2651.355271|8
a.out(8)|8037.587|1198|6.802|52.015|2654.687460|8
a.out(7)|6622.234|674|10.020|37.835|2657.899635|8
a.out(8)|8288.704|809|10.716|40.010|2661.043810|8
a.out(7)|7088.258|697|10.194|31.959|2664.928004|8
a.out(8)|8039.247|729|11.232|32.002|2667.692156|8
a.out(8)|8432.845|1230|6.874|40.011|2671.148355|8
a.out(8)|8374.888|841|10.158|70.343|2674.460538|8
