a.out(5)|5412.354|733|8.471|36.031|1621.471950
a.out(7)|7549.505|833|9.510|80.486|1625.424297
a.out(6)|5925.950|950|6.647|41.462|1628.646061
a.out(7)|7010.336|2419|3.203|60.009|1631.232835
a.out(5)|5254.380|587|9.275|55.157|1635.769290
a.out(8)|8532.651|905|9.848|40.015|1638.905560
a.out(7)|7446.887|838|9.412|36.005|1642.561903
a.out(8)|8910.646|2197|4.223|43.144|1646.918287
a.out(7)|7364.611|2001|4.121|72.002|1649.250523
a.out(6)|6471.108|1116|7.012|36.024|1652.966896
a.out(7)|7050.194|785|9.362|36.038|1603.510276
a.out(8)|8273.130|877|10.078|36.010|1606.790558
a.out(8)|8613.951|1007|8.895|51.585|1610.122911
a.out(8)|8533.901|970|8.945|39.998|1614.783302
a.out(8)|7523.598|876|9.050|52.003|1618.447640
a.out(4)|4303.211|563|8.739|36.012|1621.451926
a.out(8)|8538.712|942|9.390|80.486|1625.424299
a.out(7)|7277.307|1848|4.064|42.693|1627.139144
a.out(8)|8145.219|873|9.751|60.009|1631.232832
