a.out(8)|8743.125|935|9.733|55.157|1635.769291
a.out(5)|5311.776|580|9.729|39.995|1638.921555
a.out(8)|8620.292|1456|6.244|36.014|1641.165808
a.out(6)|6315.828|723|9.063|36.010|1646.038220
a.out(8)|7815.633|2539|3.427|72.002|1649.250523
a.out(8)|8438.664|1801|5.321|36.025|1652.966897
a.out(7)|7129.050|729|10.192|36.038|1603.510275
a.out(8)|7704.417|805|10.399|36.010|1606.790558
a.out(3)|3321.354|361|9.232|51.585|1610.122909
a.out(8)|8765.562|5053|1.830|39.998|1614.783305
a.out(8)|7965.158|878|9.512|52.003|1618.447637
a.out(8)|6165.469|6788|1.031|38.035|1620.151462
a.out(7)|7604.613|840|9.483|80.486|1625.424298
a.out(8)|7935.464|2049|4.067|42.693|1627.139143
a.out(8)|8300.282|986|8.899|60.009|1631.232833
a.out(6)|6506.326|702|9.702|55.157|1635.769292
a.out(3)|3283.947|380|9.325|39.995|1638.921556
a.out(7)|7313.551|863|9.080|36.005|1642.561902
a.out(7)|7179.019|797|9.373|36.010|1646.038219
a.out(5)|5410.972|836|7.873|72.002|1649.250521
a.out(8)|8049.749|1827|5.015|36.025|1652.966897
a.out(8)|8458.068|938|9.299|36.038|1603.510277
a.out(6)|6512.547|698|9.831|34.159|1607.424763
a.out(8)|8573.607|1491|5.988|51.586|1610.122912
a.out(7)|7560.197|2488|3.123|39.998|1614.783305
a.out(8)|8013.913|931|9.104|52.003|1618.447640
a.out(8)|8011.240|4258|2.079|38.036|1620.151461
a.out(4)|4211.632|461|9.882|28.037|1625.868363
a.out(8)|8074.520|851|9.774|52.004|1629.480664
a.out(8)|8716.466|2091|4.421|60.009|1631.232834
a.out(8)|8530.360|940|9.564|55.157|1635.769293
a.out(8)|8545.404|910|9.797|40.015|1638.905558
a.out(8)|8435.672|932|9.651|36.005|1642.561901
a.out(8)|8722.174|2014|4.439|36.010|1646.038221
a.out(8)|8429.257|2698|3.496|72.002|1649.250524
a.out(8)|8560.845|3364|2.931|55.120|1651.605893
a.out(8)|6838.021|2800|2.489|32.027|1603.198252
a.out(8)|8335.619|874|9.989|36.010|1606.790556
a.out(8)|8631.260|895|9.793|51.585|1610.122908
a.out(8)|7863.871|812|9.939|39.998|1614.783301
a.out(5)|5351.517|620|8.826|44.044|1619.531773
a.out(6)|5999.171|691|9.127|36.031|1621.471948
a.out(8)|8265.395|892|9.559|80.486|1625.424299
a.out(8)|8760.614|1155|7.714|52.004|1629.480665
a.out(8)|8386.653|2686|3.367|60.009|1631.232834
a.out(8)|8183.240|829|10.270|55.157|1635.769289
a.out(7)|7629.687|1537|5.187|39.995|1638.921558
a.out(7)|7207.327|783|9.575|36.005|1642.561902
a.out(8)|8750.713|2154|4.162|36.010|1646.038222
a.out(8)|8615.300|2734|3.581|72.002|1649.250522
a.out(8)|8615.394|1354|7.321|36.024|1652.966895
a.out(8)|8521.694|948|9.296|36.038|1603.510278
a.out(5)|5294.109|568|9.923|34.160|1607.424763
a.out(5)|5271.831|568|9.699|51.585|1610.122909
a.out(8)|8746.794|2502|3.644|39.998|1614.783304
a.out(8)|8706.214|1053|8.756|52.003|1618.447639
a.out(7)|7404.674|907|8.741|36.031|1621.471948
a.out(8)|8553.949|918|9.605|80.485|1625.424296
a.out(7)|7556.704|842|8.887|41.462|1628.646060
a.out(8)|8298.742|898|9.657|60.009|1631.232833
a.out(8)|8352.823|872|9.947|55.157|1635.769290
a.out(6)|6459.397|1173|5.698|39.995|1638.921558
a.out(8)|8771.096|1963|4.701|36.014|1641.165808
a.out(8)|8178.709|1120|7.435|36.010|1646.038221
a.out(8)|8558.038|2236|4.334|72.002|1649.250522
a.out(8)|8711.877|2426|4.182|55.119|1651.605892
a.out(8)|8219.697|884|9.577|36.038|1603.510276
a.out(8)|8400.123|907|9.525|36.010|1606.790554
a.out(8)|8592.636|886|9.717|51.585|1610.122907
a.out(7)|6750.482|2118|3.271|39.998|1614.783304
a.out(8)|8006.507|938|9.009|52.003|1618.447641
a.out(6)|6453.027|916|7.987|36.031|1621.471951
a.out(7)|7075.248|753|9.841|80.485|1625.424296
a.out(8)|8701.085|3016|3.012|42.693|1627.139144
a.out(8)|7874.963|2700|3.158|60.009|1631.232835
a.out(8)|8433.442|879|10.079|55.157|1635.769292
a.out(8)|8585.720|1103|8.167|40.015|1638.905561
a.out(8)|8141.077|1846|4.536|36.014|1641.165809
a.out(6)|6283.775|755|8.509|36.010|1646.038220
a.out(6)|6390.021|920|7.597|72.002|1649.250521
a.out(8)|8726.819|1518|6.652|36.025|1652.966896
a.out(8)|8127.220|866|9.585|36.038|1603.510275
a.out(8)|8552.978|952|9.380|36.010|1606.790555
a.out(8)|8580.288|1003|8.878|51.586|1610.122911
a.out(5)|4996.610|1423|3.593|39.998|1614.783303
a.out(7)|7391.877|864|9.288|52.003|1618.447639
a.out(3)|3310.948|416|8.967|36.012|1621.451926
a.out(8)|8155.278|859|9.752|80.486|1625.424298
a.out(6)|6447.350|1414|4.890|41.462|1628.646062
a.out(8)|7515.004|6105|1.329|60.009|1631.232836
a.out(8)|8106.333|807|10.395|55.157|1635.769289
a.out(8)|8754.680|2550|3.623|40.015|1638.905562
a.out(8)|8416.652|1899|4.595|36.014|1641.165809
a.out(8)|7653.130|2007|3.884|36.010|1646.038223
a.out(8)|8138.473|1190|7.678|72.002|1649.250520
a.out(8)|8095.588|1229|7.346|36.025|1652.966895
a.out(8)|8679.466|987|8.942|36.038|1603.510278
a.out(8)|8499.151|928|9.665|36.010|1606.790557
a.out(5)|5572.056|631|8.934|51.585|1610.122910
a.out(8)|8304.792|988|8.745|39.998|1614.783302
a.out(8)|8732.274|1058|8.792|52.003|1618.447638
