a.out(4)|3.176|4|0.007|0.008|10462.331188
a.out(6)|4.088|6|0.049|0.232|10465.196652
a.out(8)|6.108|25|64.666|946.824|10469.405552
a.out(5)|3.009|6|48.316|231.062|10472.990403
a.out(5)|1.793|5|0.028|0.079|10476.618246
a.out(4)|2.251|3|7.133|21.366|10478.220988
a.out(5)|4.141|12|1.013|4.041|10433.447151
a.out(5)|3.197|6|0.009|0.014|10436.729305
a.out(5)|3.471|5|30.898|154.455|10439.255991
a.out(3)|2.277|6|13.533|81.164|10444.387675
a.out(5)|3.013|4|0.019|0.053|10446.045068
a.out(5)|2.974|5|0.009|0.012|10450.195809
a.out(4)|2.992|4|29.913|119.623|10452.705827
a.out(4)|0.667|1|0.008|0.008|10457.011730
a.out(4)|2.542|7|0.007|0.014|10460.175921
a.out(4)|2.273|3|0.022|0.053|10462.901806
a.out(2)|1.439|3|0.080|0.232|10465.196651
a.out(7)|2.756|21|84.567|946.824|10469.405550
a.out(6)|3.219|4|228.437|682.672|10473.761722
a.out(3)|0.839|3|0.033|0.079|10476.618246
a.out(6)|3.518|4|179.719|294.124|10479.717066
a.out(5)|2.467|6|1.348|4.042|10433.447150
a.out(7)|3.254|7|0.010|0.014|10436.729306
a.out(6)|3.075|8|0.014|0.030|10440.531419
a.out(4)|3.149|4|0.007|0.009|10442.955372
a.out(3)|2.076|3|0.006|0.008|10447.124427
a.out(3)|1.538|2|55.905|111.803|10450.833310
a.out(4)|1.502|2|413.697|787.808|10454.629728
a.out(2)|1.441|2|0.007|0.008|10457.011731
a.out(3)|1.791|5|0.008|0.014|10460.175919
a.out(7)|3.016|4|13.686|54.629|10463.280343
a.out(3)|2.319|4|0.062|0.232|10465.196651
a.out(5)|2.756|16|43.062|135.999|10469.556560
a.out(3)|1.707|2|0.006|0.013|10473.081258
a.out(5)|3.570|4|0.007|0.008|10474.628206
a.out(4)|3.037|4|5.351|21.366|10478.220988
a.out(3)|2.859|3|0.005|0.008|10436.076366
a.out(4)|1.611|2|0.296|0.583|10438.294944
a.out(6)|3.152|8|0.015|0.031|10440.531418
a.out(4)|1.573|2|0.008|0.009|10442.955370
a.out(4)|1.438|2|0.006|0.006|10447.253249
a.out(5)|3.033|5|22.368|111.803|10450.833311
a.out(7)|2.955|7|5.662|39.586|10453.872506
a.out(6)|2.124|7|0.006|0.009|10455.884583
a.out(4)|2.745|3|0.007|0.008|10458.924408
a.out(5)|1.799|2|27.378|54.630|10463.280341
a.out(3)|2.172|5|31.590|153.524|10466.576413
a.out(6)|3.592|17|89.681|946.824|10469.405551
a.out(6)|3.219|4|228.909|682.672|10473.761723
a.out(5)|2.434|3|49.601|146.393|10475.722696
a.out(3)|2.491|3|7.133|21.366|10478.220987
a.out(4)|0.828|1|0.008|0.008|10433.630930
a.out(4)|2.702|4|38.765|154.455|10439.255992
a.out24543|0.854|1|0.009|0.009|10440.837775
