a.out23526|0.534|2|0.005|0.005|10396.752023|1059|1p
a.out23531|0.539|1|0.007|0.007|10397.771314|995|1p
a.out23536|0.509|1|0.004|0.004|10399.134902|1108|1p
a.out23543|0.557|3|0.006|0.007|10400.703334|1047|1p
a.out23548|0.557|1|0.007|0.007|10402.004085|1028|1p
a.out23553|0.568|1|0.004|0.004|10403.402271|1057|1p
a.out23478|0.515|3|0.006|0.007|10384.751537|1084|1p
a.out23483|0.584|1|0.004|0.004|10385.296867|997|1p
a.out23488|0.567|1|0.004|0.004|10386.644878|1036|1p
a.out23493|0.596|2|0.006|0.007|10388.029122|988|1p
a.out23498|0.512|1|0.007|0.007|10389.368152|1014|1p
a.out23503|0.564|1|0.006|0.006|10390.760472|955|1p
a.out23508|0.587|2|0.005|0.006|10392.727495|986|1p
a.out23513|0.505|1|0.006|0.006|10393.422933|1103|1p
a.out23521|0.514|1|0.004|0.004|10394.896047|1096|1p
