a.out(4)|2.392|11|12.746|48.031|10421.446640
a.out(4)|1.263|2|1.853|3.698|10421.950714
a.out(4)|2.226|7|0.522|3.619|10423.861961
a.out(4)|2.240|3|1.804|5.310|10425.966836
a.out(4)|1.249|6|1.346|8.047|10427.986912
a.out24100|0.618|1|0.008|0.008|10429.764511
a.out(4)|2.567|4|0.007|0.008|10405.092066
a.out(4)|2.773|4|5.964|23.837|10406.690734
a.out(4)|2.174|7|0.013|0.062|10408.270903
a.out(4)|2.528|4|0.008|0.016|10409.958155
a.out23750|0.630|2|0.036|0.068|10411.677576
a.out(4)|2.320|10|20.430|52.055|10414.446376
a.out(4)|2.680|5|0.006|0.010|10415.193999
a.out(3)|1.333|5|0.045|0.208|10417.040012
a.out(4)|2.529|4|0.033|0.098|10418.613535
a.out(4)|1.637|10|14.020|48.031|10421.446639
a.out(4)|2.699|4|0.929|3.697|10421.950715
a.out(4)|0.674|5|0.006|0.009|10423.919572
a.out(4)|0.681|1|0.095|0.095|10426.028133
a.out(4)|1.249|6|0.005|0.008|10427.982603
a.out(2)|1.256|3|0.007|0.008|10429.764512
a.out23683|0.632|1|0.008|0.008|10405.226210
a.out(4)|1.424|2|11.922|23.837|10406.690733
a.out(4)|2.919|8|0.012|0.062|10408.270904
a.out(3)|1.220|2|0.011|0.016|10409.958153
a.out(4)|2.391|8|0.013|0.068|10411.677577
a.out(4)|2.320|10|20.430|52.055|10414.446374
a.out(4)|0.763|1|0.010|0.010|10415.193996
a.out(4)|2.079|6|0.080|0.244|10417.039334
a.out(4)|2.529|4|0.033|0.099|10418.613537
a.out(3)|0.655|6|15.356|48.031|10421.446639
a.out(4)|1.955|3|1.237|3.698|10421.950714
a.out(4)|2.954|8|0.457|3.619|10423.861962
a.out(4)|2.955|4|1.354|5.310|10425.966837
a.out(4)|2.634|8|1.011|8.047|10427.986914
a.out(4)|2.023|4|0.007|0.008|10429.764512
a.out(4)|2.567|4|0.007|0.008|10405.226212
a.out(4)|0.693|1|0.008|0.008|10406.742350
a.out(4)|2.077|7|0.013|0.062|10408.270903
a.out(4)|0.632|1|0.015|0.015|10409.958152
a.out(2)|1.141|4|0.021|0.068|10411.677577
a.out(3)|1.123|5|30.440|52.042|10414.446360
a.out(3)|1.397|2|0.008|0.010|10415.193997
a.out(3)|1.333|5|0.094|0.245|10417.039333
a.out(4)|2.529|4|0.033|0.099|10418.613537
a.out(4)|3.151|9|0.016|0.068|10420.331177
a.out(3)|0.634|1|3.698|3.698|10421.950713
a.out(4)|1.490|6|0.609|3.620|10423.861961
a.out(4)|1.468|2|0.051|0.095|10426.028133
a.out(4)|1.904|7|1.154|8.047|10427.986913
a.out(4)|2.698|5|0.006|0.008|10429.764513
a.out(2)|1.314|2|0.008|0.008|10405.092064
a.out(4)|2.034|3|7.950|23.837|10406.690734
a.out(3)|0.590|4|0.019|0.062|10408.270902
a.out(3)|1.827|3|0.009|0.015|10409.958154
a.out(4)|2.391|8|0.013|0.068|10411.677578
a.out(4)|1.044|7|29.171|52.051|10414.446370
a.out(4)|2.030|3|0.007|0.010|10415.193998
a.out(4)|2.800|7|0.069|0.244|10417.039334
a.out(4)|2.529|4|0.033|0.098|10418.613536
